participant,file_path,timestamp,emotion_sentence,familiarity,valence,arousal,timestamp.1,annotation_order,total_annotations,timestamp_imputed,start_time,end_time,emotion_clause,refined_emotion_clause,cluster_name,top1_label,confidence,top2_label,top2_score,top3_label,top3_score,ambiguity,final_label_clean
_0sca4vavd,antoniosanchezdoorsanddistancebirdmansample2mp3.mp3,7.90160053894562,"Where i placed the marker the feeling becomes slightly happier as its a funky sound, but it's quite subtle in terms of energy.",familiar-feeling-not-familiar,0.744921875,0.1884765625,7.90160053894562,0,1,7.90160053894562,6.90160053894562,8.90160053894562,"becomes slightly happier as its a funky sound, but  it's quite subtle in terms of energy.",slightly happier,happy,happy,0.13643925,excited,0.1097713,sad,0.108236015,0.026667953,ambiguous
_0sca4vavd,dickonhinchliffeoctopusthelostdaughtersample1mp3.mp3,0.0932790501083397,"the first dot it has a curious feeling, like sneaky, at the second region/dot it turns and become very subtly more sinister.",never-heard-this,0.534921875,0.1934765625,0.0932790501083397,0,2,0.0932790501083397,0.0,1.09327905010834,/ it turns and become very subtly more sinister.,more sinister,anticipation,fear,0.11428495,hopeful,0.10228295,uncertain,0.10025406,0.012001999,ambiguous
_0sca4vavd,dickonhinchliffeoctopusthelostdaughtersample1mp3.mp3,6.36588523437981,"the first dot it has a curious feeling, like sneaky, at the second region/dot it turns and become very subtly more sinister.",never-heard-this,-0.535078125,0.1784765625,6.36588523437981,1,2,6.36588523437981,5.36588523437981,7.36588523437981,"a curious feeling, like sneaky, at the",curious sneaky,curious,curious,0.14534825,hopeful,0.09440855,anticipation,0.09363867,0.0509397,ambiguous
_0sca4vavd,gregoirehetzeltrenteansunamourimpossiblesample1mp3.mp3,2.11012371781792,"the first marker near where something begins, you know from the start its a sad feeling but that solo note feels more lonely and sad and then after the second marker where the next solo note comes in which sounds more delicate it makes it feel even sadder.",familiar-feeling-not-familiar,-0.545078125,-0.5515234375,2.11012371781792,0,2,2.11012371781792,1.11012371781792,3.11012371781792,"near where something begins,  from the start its a sad feeling more lonely and sad and",sad lonely,sad,sad,0.16203709,nostalgic,0.11138661,happy,0.099541344,0.050650477,ambiguous
_0sca4vavd,gregoirehetzeltrenteansunamourimpossiblesample1mp3.mp3,10.2134301362587,"the first marker near where something begins, you know from the start its a sad feeling but that solo note feels more lonely and sad and then after the second marker where the next solo note comes in which sounds more delicate it makes it feel even sadder.",familiar-feeling-not-familiar,-0.730078125,-0.7165234375,10.2134301362587,1,2,10.2134301362587,9.21343013625866,11.2134301362587,the where the next solo note comes in which sounds more delicate  even sadder.,delicate sad,nostalgic,sad,0.15800576,calm,0.11280551,nostalgic,0.102694936,0.04520025,ambiguous
_0sca4vavd,itllallbeoverthesupremejubileesmoonlightsample2mp3.mp3,0.149246480173344,"very relaxed vibes overall, but i know this song very well and it brings a bittersweet feeling to me, at times i hear it slightly sad, at times its slightly positive but it's very peaceful and sleepy. ",definitely-familiar,0.204921875,-0.8565234375,0.149246480173344,0,2,0.149246480173344,0.0,1.14924648017334,"at times  i hear it slightly sad, at times  its slightly positive but  it's very peaceful and sleepy.",peaceful sleepy,calm,calm,0.16332744,excited,0.12956226,sad,0.10540184,0.033765182,ambiguous
_0sca4vavd,itllallbeoverthesupremejubileesmoonlightsample2mp3.mp3,11.2168956473015,"very relaxed vibes overall, but i know this song very well and it brings a bittersweet feeling to me, at times i hear it slightly sad, at times its slightly positive but it's very peaceful and sleepy. ",definitely-familiar,-0.230078125,-0.8965234375,11.2168956473015,1,2,11.2168956473015,10.2168956473015,12.2168956473015,"very relaxed vibes overall, to me, bittersweet",relaxed bittersweet,relief,calm,0.13681768,nostalgic,0.13162981,sad,0.11407836,0.005187869,ambiguous
_0sca4vavd,lovescooterthomasnewmanelementalsample2mp3.mp3,2.54933333333333,slightly sinister feeling but with a hint of curiousity.,never-heard-this,-0.350078125,0.7234765625,2.54933333333333,0,1,2.54933333333333,1.54933333333333,3.54933333333333,slightly sinister feeling but  with a hint of curiousity.,sinister curiosity,anticipation,curious,0.115938574,fear,0.104677804,hopeful,0.104598045,0.01126077,ambiguous
_0sca4vavd,prayerhanszimmerthecreatorsample2mp3.mp3,6.58542146908027,"i think this excerpt sounds quite haunting, it has high energy and almost feels tense but theres something quite other-wordly and holy about it, the second pointer indicates where i felt the tension rising, the feeling becoming more intense and more negetive.",familiar-feeling-not-familiar,-0.400078125,0.3534765625,6.58542146908027,0,2,6.58542146908027,5.58542146908027,7.58542146908027," quite haunting, other-wordly and holy",haunting other-wordly holy,anticipation,fear,0.12385048,nostalgic,0.10981677,sad,0.10759531,0.014033712,ambiguous
_0sca4vavd,prayerhanszimmerthecreatorsample2mp3.mp3,12.4555743236459,"i think this excerpt sounds quite haunting, it has high energy and almost feels tense but theres something quite other-wordly and holy about it, the second pointer indicates where i felt the tension rising, the feeling becoming more intense and more negetive.",familiar-feeling-not-familiar,-0.605078125,0.7434765625,12.4555743236459,1,2,12.4555743236459,11.4555743236459,13.4555743236459,"tension rising, the feeling becoming more intense and more negetive.",tense negative,tense,tense,0.19422238,uncertain,0.104060255,sad,0.097883426,0.09016212,ambiguous
